order_id,created_at,customer,country,status,amount,currency,notes
100304,2026-01-01T11:34:08.000Z,klient692,FR,pending,763.00,EUR,Zamówienie 304
100305,2026-01-01T11:36:25.000Z,klient404,PL,paid,705.25,USD,Zamówienie 305
100306,2026-01-01T11:38:42.000Z,klient752,DE,shipped,370.97,PLN,
100307,2026-01-01T11:40:59.000Z,klient47,GB,delivered,193.91,EUR,Zamówienie 307
100308,2026-01-01T11:43:16.000Z,klient728,US,pending,115.63,USD,Zamówienie 308
100309,2026-01-01T11:45:33.000Z,klient330,FR,paid,633.27,PLN,Zamówienie 309
100310,2026-01-01T11:47:50.000Z,klient609,PL,shipped,328.56,EUR,Zamówienie 310
100311,2026-01-01T11:50:07.000Z,klient458,DE,delivered,623.95,USD,Zamówienie 311
100312,2026-01-01T11:52:24.000Z,klient628,GB,pending,531.52,PLN,
100313,2026-01-01T11:54:41.000Z,klient259,US,paid,148.48,EUR,Zamówienie 313
100314,2026-01-01T11:56:58.000Z,klient853,FR,shipped,661.90,USD,Zamówienie 314
100315,2026-01-01T11:59:15.000Z,klient332,PL,delivered,396.07,PLN,Zamówienie 315
100316,2026-01-01T12:01:32.000Z,klient558,DE,pending,666.86,EUR,Zamówienie 316
100317,2026-01-01T12:03:49.000Z,klient87,GB,paid,44.21,USD,Zamówienie 317
100318,2026-01-01T12:06:06.000Z,klient235,US,shipped,710.33,PLN,
100319,2026-01-01T12:08:23.000Z,klient744,FR,delivered,773.87,EUR,Zamówienie 319
100320,2026-01-01T12:10:40.000Z,klient709,PL,pending,364.27,USD,Zamówienie 320
100321,2026-01-01T12:12:57.000Z,klient295,DE,paid,298.49,PLN,Zamówienie 321
100322,2026-01-01T12:15:14.000Z,klient83,GB,shipped,379.71,EUR,Zamówienie 322
100323,2026-01-01T12:17:31.000Z,klient175,US,delivered,91.04,USD,Zamówienie 323
100324,2026-01-01T12:19:48.000Z,klient300,FR,pending,425.39,PLN,
100325,2026-01-01T12:22:05.000Z,klient233,PL,paid,506.93,EUR,Zamówienie 325
100326,2026-01-01T12:24:22.000Z,klient851,DE,shipped,798.55,USD,Zamówienie 326
100327,2026-01-01T12:26:39.000Z,klient68,GB,delivered,740.72,PLN,Zamówienie 327
100328,2026-01-01T12:28:56.000Z,klient752,US,pending,566.86,EUR,Zamówienie 328
100329,2026-01-01T12:31:13.000Z,klient787,FR,paid,359.48,USD,Zamówienie 329
100330,2026-01-01T12:33:30.000Z,klient707,PL,shipped,733.79,PLN,
100331,2026-01-01T12:35:47.000Z,klient746,DE,delivered,271.93,EUR,Zamówienie 331
100332,2026-01-01T12:38:04.000Z,klient121,GB,pending,325.70,USD,Zamówienie 332
100333,2026-01-01T12:40:21.000Z,klient53,US,paid,18.73,PLN,Zamówienie 333
100334,2026-01-01T12:42:38.000Z,klient702,FR,shipped,66.63,EUR,Zamówienie 334
100335,2026-01-01T12:44:55.000Z,klient194,PL,delivered,344.32,USD,Zamówienie 335
100336,2026-01-01T12:47:12.000Z,klient215,DE,pending,747.60,PLN,
100337,2026-01-01T12:49:29.000Z,klient636,GB,paid,283.28,EUR,Zamówienie 337
100338,2026-01-01T12:51:46.000Z,klient883,US,shipped,256.35,USD,Zamówienie 338
100339,2026-01-01T12:54:03.000Z,klient227,FR,delivered,473.77,PLN,Zamówienie 339
100340,2026-01-01T12:56:20.000Z,klient451,PL,pending,763.21,EUR,Zamówienie 340
100341,2026-01-01T12:58:37.000Z,klient731,DE,paid,35.35,USD,Zamówienie 341
100342,2026-01-01T13:00:54.000Z,klient781,GB,shipped,762.63,PLN,
100343,2026-01-01T13:03:11.000Z,klient717,US,delivered,8.64,EUR,Zamówienie 343
100344,2026-01-01T13:05:28.000Z,klient416,FR,pending,177.70,USD,Zamówienie 344
100345,2026-01-01T13:07:45.000Z,klient459,PL,paid,46.12,PLN,Zamówienie 345
100346,2026-01-01T13:10:02.000Z,klient142,DE,shipped,667.22,EUR,Zamówienie 346
100347,2026-01-01T13:12:19.000Z,klient122,GB,delivered,116.30,USD,Zamówienie 347
100348,2026-01-01T13:14:36.000Z,klient502,US,pending,709.46,PLN,
100349,2026-01-01T13:16:53.000Z,klient398,FR,paid,704.26,EUR,Zamówienie 349
100350,2026-01-01T13:19:10.000Z,klient833,PL,shipped,276.56,USD,Zamówienie 350
100351,2026-01-01T13:21:27.000Z,klient3,DE,delivered,28.67,PLN,Zamówienie 351
100352,2026-01-01T13:23:44.000Z,klient416,GB,pending,763.55,EUR,Zamówienie 352
100353,2026-01-01T13:26:01.000Z,klient779,US,paid,380.41,USD,Zamówienie 353
100354,2026-01-01T13:28:18.000Z,klient461,FR,shipped,568.01,PLN,
100355,2026-01-01T13:30:35.000Z,klient690,PL,delivered,317.64,EUR,Zamówienie 355
100356,2026-01-01T13:32:52.000Z,klient64,DE,pending,536.72,USD,Zamówienie 356
100357,2026-01-01T13:35:09.000Z,klient146,GB,paid,113.37,PLN,Zamówienie 357
100358,2026-01-01T13:37:26.000Z,klient440,US,shipped,449.12,EUR,Zamówienie 358
100359,2026-01-01T13:39:43.000Z,klient5,FR,delivered,200.28,USD,Zamówienie 359
100360,2026-01-01T13:42:00.000Z,klient888,PL,pending,461.59,PLN,
100361,2026-01-01T13:44:17.000Z,klient706,DE,paid,705.06,EUR,Zamówienie 361
100362,2026-01-01T13:46:34.000Z,klient607,GB,shipped,339.55,USD,Zamówienie 362
100363,2026-01-01T13:48:51.000Z,klient764,US,delivered,367.90,PLN,Zamówienie 363
100364,2026-01-01T13:51:08.000Z,klient691,FR,pending,319.41,EUR,Zamówienie 364
100365,2026-01-01T13:53:25.000Z,klient77,PL,paid,660.68,USD,Zamówienie 365
100366,2026-01-01T13:55:42.000Z,klient131,DE,shipped,102.42,PLN,
100367,2026-01-01T13:57:59.000Z,klient188,GB,delivered,185.97,EUR,Zamówienie 367
100368,2026-01-01T14:00:16.000Z,klient726,US,pending,14.79,USD,Zamówienie 368
100369,2026-01-01T14:02:33.000Z,klient487,FR,paid,275.81,PLN,Zamówienie 369
100370,2026-01-01T14:04:50.000Z,klient504,PL,shipped,89.16,EUR,Zamówienie 370
100371,2026-01-01T14:07:07.000Z,klient73,DE,delivered,33.68,USD,"Uwaga: ""pilne"", sprawdzić"
100372,2026-01-01T14:09:24.000Z,klient662,GB,pending,213.59,PLN,
100373,2026-01-01T14:11:41.000Z,klient247,US,paid,531.93,EUR,Zamówienie 373
100374,2026-01-01T14:13:58.000Z,klient516,FR,shipped,220.74,USD,Zamówienie 374
100375,2026-01-01T14:16:15.000Z,klient421,PL,delivered,312.49,PLN,Zamówienie 375
100376,2026-01-01T14:18:32.000Z,klient157,DE,pending,733.67,EUR,Zamówienie 376
100377,2026-01-01T14:20:49.000Z,klient271,GB,paid,615.21,USD,Zamówienie 377
100378,2026-01-01T14:23:06.000Z,klient423,US,shipped,529.24,PLN,
100379,2026-01-01T14:25:23.000Z,klient781,FR,delivered,699.04,EUR,Zamówienie 379
100380,2026-01-01T14:27:40.000Z,klient283,PL,pending,607.47,USD,Zamówienie 380
100381,2026-01-01T14:29:57.000Z,klient521,DE,paid,530.17,PLN,Zamówienie 381
100382,2026-01-01T14:32:14.000Z,klient895,GB,shipped,636.65,EUR,Zamówienie 382
100383,2026-01-01T14:34:31.000Z,klient563,US,delivered,298.89,USD,Zamówienie 383
100384,2026-01-01T14:36:48.000Z,klient1,FR,pending,654.39,PLN,
100385,2026-01-01T14:39:05.000Z,klient798,PL,paid,654.86,EUR,Zamówienie 385
100386,2026-01-01T14:41:22.000Z,klient244,DE,shipped,474.27,USD,Zamówienie 386
100387,2026-01-01T14:43:39.000Z,klient451,GB,delivered,207.66,PLN,Zamówienie 387
100388,2026-01-01T14:45:56.000Z,klient322,US,pending,331.23,EUR,Zamówienie 388
100389,2026-01-01T14:48:13.000Z,klient848,FR,paid,740.09,USD,Zamówienie 389
100390,2026-01-01T14:50:30.000Z,klient494,PL,shipped,598.43,PLN,
100391,2026-01-01T14:52:47.000Z,klient333,DE,delivered,450.10,EUR,Zamówienie 391
100392,2026-01-01T14:55:04.000Z,klient80,GB,pending,141.52,USD,Zamówienie 392
100393,2026-01-01T14:57:21.000Z,klient611,US,paid,278.98,PLN,Zamówienie 393
100394,2026-01-01T14:59:38.000Z,klient504,FR,shipped,580.00,EUR,Zamówienie 394
100395,2026-01-01T15:01:55.000Z,klient171,PL,delivered,584.02,USD,Zamówienie 395
100396,2026-01-01T15:04:12.000Z,klient28,DE,pending,776.89,PLN,
100397,2026-01-01T15:06:29.000Z,klient474,GB,paid,301.41,EUR,Zamówienie 397
100398,2026-01-01T15:08:46.000Z,klient525,US,shipped,596.56,USD,Zamówienie 398
100399,2026-01-01T15:11:03.000Z,klient351,FR,delivered,536.92,PLN,Zamówienie 399
100400,2026-01-01T15:13:20.000Z,klient404,PL,pending,158.18,EUR,Zamówienie 400
100401,2026-01-01T15:15:37.000Z,klient321,DE,paid,353.95,USD,Zamówienie 401
100402,2026-01-01T15:17:54.000Z,klient104,GB,shipped,158.46,PLN,
100403,2026-01-01T15:20:11.000Z,klient533,US,delivered,565.51,EUR,Zamówienie 403
100404,2026-01-01T15:22:28.000Z,klient302,FR,pending,70.96,USD,Zamówienie 404
100405,2026-01-01T15:24:45.000Z,klient693,PL,paid,753.49,PLN,Zamówienie 405
100406,2026-01-01T15:27:02.000Z,klient130,DE,shipped,454.35,EUR,Zamówienie 406
100407,2026-01-01T15:29:19.000Z,klient126,GB,delivered,600.60,USD,Zamówienie 407
100408,2026-01-01T15:31:36.000Z,klient151,US,pending,670.43,PLN,
100409,2026-01-01T15:33:53.000Z,klient341,FR,paid,794.64,EUR,Zamówienie 409
100410,2026-01-01T15:36:10.000Z,klient420,PL,shipped,470.05,USD,Zamówienie 410
100411,2026-01-01T15:38:27.000Z,klient287,DE,delivered,395.70,PLN,Zamówienie 411
100412,2026-01-01T15:40:44.000Z,klient576,GB,pending,439.70,EUR,Zamówienie 412
100413,2026-01-01T15:43:01.000Z,klient798,US,paid,104.14,USD,Zamówienie 413
100414,2026-01-01T15:45:18.000Z,klient116,FR,shipped,284.44,PLN,
100415,2026-01-01T15:47:35.000Z,klient115,PL,delivered,59.07,EUR,Zamówienie 415
100416,2026-01-01T15:49:52.000Z,klient349,DE,pending,1.97,USD,Zamówienie 416
100417,2026-01-01T15:52:09.000Z,klient529,GB,paid,756.00,PLN,Zamówienie 417
100418,2026-01-01T15:54:26.000Z,klient548,US,shipped,786.98,EUR,Zamówienie 418
100419,2026-01-01T15:56:43.000Z,klient47,FR,delivered,524.51,USD,Zamówienie 419
100420,2026-01-01T15:59:00.000Z,klient257,PL,pending,709.21,PLN,
100421,2026-01-01T16:01:17.000Z,klient660,DE,paid,42.20,EUR,Zamówienie 421
100422,2026-01-01T16:03:34.000Z,klient148,GB,shipped,793.14,USD,Zamówienie 422
100423,2026-01-01T16:05:51.000Z,klient682,US,delivered,581.26,PLN,Zamówienie 423
100424,2026-01-01T16:08:08.000Z,klient716,FR,pending,342.60,EUR,"Uwaga: ""pilne"", sprawdzić"
100425,2026-01-01T16:10:25.000Z,klient831,PL,paid,524.44,USD,Zamówienie 425
100426,2026-01-01T16:12:42.000Z,klient387,DE,shipped,477.25,PLN,
100427,2026-01-01T16:14:59.000Z,klient666,GB,delivered,514.02,EUR,Zamówienie 427
100428,2026-01-01T16:17:16.000Z,klient103,US,pending,757.56,USD,Zamówienie 428
100429,2026-01-01T16:19:33.000Z,klient785,FR,paid,729.28,PLN,Zamówienie 429
100430,2026-01-01T16:21:50.000Z,klient251,PL,shipped,550.43,EUR,Zamówienie 430
100431,2026-01-01T16:24:07.000Z,klient821,DE,delivered,358.50,USD,Zamówienie 431
100432,2026-01-01T16:26:24.000Z,klient418,GB,pending,344.36,PLN,
100433,2026-01-01T16:28:41.000Z,klient436,US,paid,482.53,EUR,Zamówienie 433
100434,2026-01-01T16:30:58.000Z,klient315,FR,shipped,412.66,USD,Zamówienie 434
100435,2026-01-01T16:33:15.000Z,klient836,PL,delivered,129.30,PLN,Zamówienie 435
100436,2026-01-01T16:35:32.000Z,klient509,DE,pending,58.92,EUR,Zamówienie 436
100437,2026-01-01T16:37:49.000Z,klient332,GB,paid,428.14,USD,Zamówienie 437
100438,2026-01-01T16:40:06.000Z,klient494,US,shipped,780.99,PLN,
100439,2026-01-01T16:42:23.000Z,klient695,FR,delivered,614.77,EUR,Zamówienie 439
100440,2026-01-01T16:44:40.000Z,klient622,PL,pending,361.78,USD,Zamówienie 440
100441,2026-01-01T16:46:57.000Z,klient699,DE,paid,709.30,PLN,Zamówienie 441
100442,2026-01-01T16:49:14.000Z,klient428,GB,shipped,128.18,EUR,Zamówienie 442
100443,2026-01-01T16:51:31.000Z,klient249,US,delivered,701.51,USD,Zamówienie 443
100444,2026-01-01T16:53:48.000Z,klient506,FR,pending,613.37,PLN,
100445,2026-01-01T16:56:05.000Z,klient858,PL,paid,375.19,EUR,Zamówienie 445
100446,2026-01-01T16:58:22.000Z,klient290,DE,shipped,352.02,USD,Zamówienie 446
100447,2026-01-01T17:00:39.000Z,klient552,GB,delivered,3.85,PLN,Zamówienie 447
100448,2026-01-01T17:02:56.000Z,klient431,US,pending,498.64,EUR,Zamówienie 448
100449,2026-01-01T17:05:13.000Z,klient153,FR,paid,238.47,USD,Zamówienie 449
100450,2026-01-01T17:07:30.000Z,klient506,PL,shipped,68.48,PLN,
100451,2026-01-01T17:09:47.000Z,klient493,DE,delivered,437.39,EUR,Zamówienie 451
100452,2026-01-01T17:12:04.000Z,klient122,GB,pending,141.49,USD,Zamówienie 452
100453,2026-01-01T17:14:21.000Z,klient544,US,paid,591.69,PLN,Zamówienie 453
100454,2026-01-01T17:16:38.000Z,klient233,FR,shipped,335.55,EUR,Zamówienie 454
100455,2026-01-01T17:18:55.000Z,klient644,PL,delivered,78.97,USD,Zamówienie 455
100456,2026-01-01T17:21:12.000Z,klient337,DE,pending,214.86,PLN,
100457,2026-01-01T17:23:29.000Z,klient624,GB,paid,706.91,EUR,Zamówienie 457
100458,2026-01-01T17:25:46.000Z,klient480,US,shipped,410.59,USD,Zamówienie 458
100459,2026-01-01T17:28:03.000Z,klient164,FR,delivered,434.66,PLN,Zamówienie 459
100460,2026-01-01T17:30:20.000Z,klient720,PL,pending,250.15,EUR,Zamówienie 460
100461,2026-01-01T17:32:37.000Z,klient861,DE,paid,461.19,USD,Zamówienie 461
100462,2026-01-01T17:34:54.000Z,klient238,GB,shipped,440.31,PLN,
100463,2026-01-01T17:37:11.000Z,klient803,US,delivered,737.49,EUR,Zamówienie 463
100464,2026-01-01T17:39:28.000Z,klient898,FR,pending,609.58,USD,Zamówienie 464
100465,2026-01-01T17:41:45.000Z,klient92,PL,paid,308.69,PLN,Zamówienie 465
100466,2026-01-01T17:44:02.000Z,klient667,DE,shipped,635.88,EUR,Zamówienie 466
100467,2026-01-01T17:46:19.000Z,klient189,GB,delivered,37.07,USD,Zamówienie 467
100468,2026-01-01T17:48:36.000Z,klient728,US,pending,222.44,PLN,
100469,2026-01-01T17:50:53.000Z,klient152,FR,paid,418.86,EUR,Zamówienie 469
100470,2026-01-01T17:53:10.000Z,klient117,PL,shipped,683.32,USD,Zamówienie 470
100471,2026-01-01T17:55:27.000Z,klient280,DE,delivered,472.11,PLN,Zamówienie 471
100472,2026-01-01T17:57:44.000Z,klient722,GB,pending,547.85,EUR,Zamówienie 472
100473,2026-01-01T18:00:01.000Z,klient659,US,paid,182.24,USD,Zamówienie 473
100474,2026-01-01T18:02:18.000Z,klient371,FR,shipped,659.23,PLN,
100475,2026-01-01T18:04:35.000Z,klient799,PL,delivered,242.08,EUR,Zamówienie 475
100476,2026-01-01T18:06:52.000Z,klient312,DE,pending,525.14,USD,Zamówienie 476
100477,2026-01-01T18:09:09.000Z,klient51,GB,paid,464.56,PLN,"Uwaga: ""pilne"", sprawdzić"
100478,2026-01-01T18:11:26.000Z,klient823,US,shipped,267.50,EUR,Zamówienie 478
100479,2026-01-01T18:13:43.000Z,klient518,FR,delivered,196.38,USD,Zamówienie 479
100480,2026-01-01T18:16:00.000Z,klient682,PL,pending,210.33,PLN,
100481,2026-01-01T18:18:17.000Z,klient167,DE,paid,127.02,EUR,Zamówienie 481
100482,2026-01-01T18:20:34.000Z,klient287,GB,shipped,549.72,USD,Zamówienie 482
100483,2026-01-01T18:22:51.000Z,klient472,US,delivered,417.71,PLN,Zamówienie 483
100484,2026-01-01T18:25:08.000Z,klient194,FR,pending,597.46,EUR,Zamówienie 484
100485,2026-01-01T18:27:25.000Z,klient727,PL,paid,356.51,USD,Zamówienie 485
100486,2026-01-01T18:29:42.000Z,klient181,DE,shipped,268.00,PLN,
100487,2026-01-01T18:31:59.000Z,klient475,GB,delivered,570.79,EUR,Zamówienie 487
100488,2026-01-01T18:34:16.000Z,klient107,US,pending,447.42,USD,Zamówienie 488
100489,2026-01-01T18:36:33.000Z,klient869,FR,paid,413.25,PLN,Zamówienie 489
100490,2026-01-01T18:38:50.000Z,klient527,PL,shipped,747.41,EUR,Zamówienie 490
100491,2026-01-01T18:41:07.000Z,klient544,DE,delivered,714.00,USD,Zamówienie 491
100492,2026-01-01T18:43:24.000Z,klient688,GB,pending,83.15,PLN,
100493,2026-01-01T18:45:41.000Z,klient18,US,paid,736.67,EUR,Zamówienie 493
100494,2026-01-01T18:47:58.000Z,klient591,FR,shipped,233.48,USD,Zamówienie 494
100495,2026-01-01T18:50:15.000Z,klient882,PL,delivered,114.66,PLN,Zamówienie 495
100496,2026-01-01T18:52:32.000Z,klient868,DE,pending,731.47,EUR,Zamówienie 496
100497,2026-01-01T18:54:49.000Z,klient858,GB,paid,118.26,USD,Zamówienie 497
100498,2026-01-01T18:57:06.000Z,klient81,US,shipped,348.07,PLN,
100499,2026-01-01T18:59:23.000Z,klient676,FR,delivered,417.77,EUR,Zamówienie 499
100500,2026-01-01T19:01:40.000Z,klient500,PL,pending,387.19,USD,Zamówienie 500
100501,2026-01-01T19:03:57.000Z,klient472,DE,paid,518.74,PLN,Zamówienie 501
100502,2026-01-01T19:06:14.000Z,klient664,GB,shipped,595.50,EUR,Zamówienie 502
100503,2026-01-01T19:08:31.000Z,klient665,US,delivered,429.67,USD,Zamówienie 503
100504,2026-01-01T19:10:48.000Z,klient368,FR,pending,244.09,PLN,
100505,2026-01-01T19:13:05.000Z,klient882,PL,paid,410.38,EUR,Zamówienie 505
100506,2026-01-01T19:15:22.000Z,klient104,DE,shipped,681.84,USD,Zamówienie 506
100507,2026-01-01T19:17:39.000Z,klient884,GB,delivered,218.66,PLN,Zamówienie 507
100508,2026-01-01T19:19:56.000Z,klient338,US,pending,62.25,EUR,Zamówienie 508
100509,2026-01-01T19:22:13.000Z,klient456,FR,paid,367.85,USD,Zamówienie 509
100510,2026-01-01T19:24:30.000Z,klient185,PL,shipped,510.67,PLN,
100511,2026-01-01T19:26:47.000Z,klient366,DE,delivered,786.34,EUR,Zamówienie 511
100512,2026-01-01T19:29:04.000Z,klient409,GB,pending,534.68,USD,Zamówienie 512
100513,2026-01-01T19:31:21.000Z,klient835,US,paid,66.92,PLN,Zamówienie 513
100514,2026-01-01T19:33:38.000Z,klient460,FR,shipped,242.51,EUR,Zamówienie 514
100515,2026-01-01T19:35:55.000Z,klient45,PL,delivered,720.86,USD,Zamówienie 515
100516,2026-01-01T19:38:12.000Z,klient69,DE,pending,565.71,PLN,
100517,2026-01-01T19:40:29.000Z,klient163,GB,paid,495.94,EUR,Zamówienie 517
100518,2026-01-01T19:42:46.000Z,klient52,US,shipped,756.49,USD,Zamówienie 518
100519,2026-01-01T19:45:03.000Z,klient360,FR,delivered,160.10,PLN,Zamówienie 519
100520,2026-01-01T19:47:20.000Z,klient279,PL,pending,469.90,EUR,Zamówienie 520
100521,2026-01-01T19:49:37.000Z,klient215,DE,paid,158.87,USD,Zamówienie 521
100522,2026-01-01T19:51:54.000Z,klient19,GB,shipped,97.07,PLN,
100523,2026-01-01T19:54:11.000Z,klient696,US,delivered,693.30,EUR,Zamówienie 523
100524,2026-01-01T19:56:28.000Z,klient301,FR,pending,696.38,USD,Zamówienie 524
100525,2026-01-01T19:58:45.000Z,klient788,PL,paid,583.14,PLN,Zamówienie 525
100526,2026-01-01T20:01:02.000Z,klient210,DE,shipped,511.20,EUR,Zamówienie 526
100527,2026-01-01T20:03:19.000Z,klient11,GB,delivered,71.87,USD,Zamówienie 527
100528,2026-01-01T20:05:36.000Z,klient474,US,pending,215.38,PLN,
100529,2026-01-01T20:07:53.000Z,klient187,FR,paid,233.03,EUR,Zamówienie 529
100530,2026-01-01T20:10:10.000Z,klient701,PL,shipped,180.17,USD,"Uwaga: ""pilne"", sprawdzić"
100531,2026-01-01T20:12:27.000Z,klient688,DE,delivered,155.38,PLN,Zamówienie 531
100532,2026-01-01T20:14:44.000Z,klient542,GB,pending,259.61,EUR,Zamówienie 532
100533,2026-01-01T20:17:01.000Z,klient656,US,paid,446.64,USD,Zamówienie 533
100534,2026-01-01T20:19:18.000Z,klient761,FR,shipped,172.48,PLN,
100535,2026-01-01T20:21:35.000Z,klient387,PL,delivered,352.36,EUR,Zamówienie 535
100536,2026-01-01T20:23:52.000Z,klient177,DE,pending,697.07,USD,Zamówienie 536
100537,2026-01-01T20:26:09.000Z,klient579,GB,paid,597.01,PLN,Zamówienie 537
100538,2026-01-01T20:28:26.000Z,klient490,US,shipped,22.47,EUR,Zamówienie 538
100539,2026-01-01T20:30:43.000Z,klient871,FR,delivered,602.76,USD,Zamówienie 539
100540,2026-01-01T20:33:00.000Z,klient273,PL,pending,502.80,PLN,
100541,2026-01-01T20:35:17.000Z,klient712,DE,paid,255.41,EUR,Zamówienie 541
100542,2026-01-01T20:37:34.000Z,klient257,GB,shipped,144.82,USD,Zamówienie 542
100543,2026-01-01T20:39:51.000Z,klient434,US,delivered,732.73,PLN,Zamówienie 543
100544,2026-01-01T20:42:08.000Z,klient801,FR,pending,170.76,EUR,Zamówienie 544
100545,2026-01-01T20:44:25.000Z,klient502,PL,paid,493.09,USD,Zamówienie 545
100546,2026-01-01T20:46:42.000Z,klient405,DE,shipped,284.02,PLN,
100547,2026-01-01T20:48:59.000Z,klient287,GB,delivered,668.08,EUR,Zamówienie 547
100548,2026-01-01T20:51:16.000Z,klient524,US,pending,730.68,USD,Zamówienie 548
100549,2026-01-01T20:53:33.000Z,klient644,FR,paid,418.19,PLN,Zamówienie 549
100550,2026-01-01T20:55:50.000Z,klient551,PL,shipped,102.69,EUR,Zamówienie 550
100551,2026-01-01T20:58:07.000Z,klient657,DE,delivered,639.32,USD,Zamówienie 551
100552,2026-01-01T21:00:24.000Z,klient865,GB,pending,633.03,PLN,
100553,2026-01-01T21:02:41.000Z,klient673,US,paid,469.35,EUR,Zamówienie 553
100554,2026-01-01T21:04:58.000Z,klient145,FR,shipped,787.27,USD,Zamówienie 554
100555,2026-01-01T21:07:15.000Z,klient560,PL,delivered,389.54,PLN,Zamówienie 555
100556,2026-01-01T21:09:32.000Z,klient672,DE,pending,122.01,EUR,Zamówienie 556
100557,2026-01-01T21:11:49.000Z,klient167,GB,paid,267.89,USD,Zamówienie 557
100558,2026-01-01T21:14:06.000Z,klient213,US,shipped,481.69,PLN,
100559,2026-01-01T21:16:23.000Z,klient646,FR,delivered,533.68,EUR,Zamówienie 559
100560,2026-01-01T21:18:40.000Z,klient600,PL,pending,386.61,USD,Zamówienie 560
100561,2026-01-01T21:20:57.000Z,klient408,DE,paid,12.73,PLN,Zamówienie 561
100562,2026-01-01T21:23:14.000Z,klient219,GB,shipped,125.80,EUR,Zamówienie 562
100563,2026-01-01T21:25:31.000Z,klient12,US,delivered,115.68,USD,Zamówienie 563
100564,2026-01-01T21:27:48.000Z,klient502,FR,pending,166.66,PLN,
100565,2026-01-01T21:30:05.000Z,klient104,PL,paid,412.04,EUR,Zamówienie 565
100566,2026-01-01T21:32:22.000Z,klient510,DE,shipped,428.87,USD,Zamówienie 566
100567,2026-01-01T21:34:39.000Z,klient236,GB,delivered,226.78,PLN,Zamówienie 567
100568,2026-01-01T21:36:56.000Z,klient163,US,pending,637.18,EUR,Zamówienie 568
100569,2026-01-01T21:39:13.000Z,klient299,FR,paid,270.01,USD,Zamówienie 569
100570,2026-01-01T21:41:30.000Z,klient23,PL,shipped,321.00,PLN,
100571,2026-01-01T21:43:47.000Z,klient378,DE,delivered,691.11,EUR,Zamówienie 571
100572,2026-01-01T21:46:04.000Z,klient790,GB,pending,743.36,USD,Zamówienie 572
100573,2026-01-01T21:48:21.000Z,klient469,US,paid,476.38,PLN,Zamówienie 573
100574,2026-01-01T21:50:38.000Z,klient358,FR,shipped,632.90,EUR,Zamówienie 574
100575,2026-01-01T21:52:55.000Z,klient191,PL,delivered,326.97,USD,Zamówienie 575
100576,2026-01-01T21:55:12.000Z,klient542,DE,pending,47.03,PLN,
100577,2026-01-01T21:57:29.000Z,klient638,GB,paid,487.54,EUR,Zamówienie 577
100578,2026-01-01T21:59:46.000Z,klient563,US,shipped,172.46,USD,Zamówienie 578
100579,2026-01-01T22:02:03.000Z,klient12,FR,delivered,181.12,PLN,Zamówienie 579
100580,2026-01-01T22:04:20.000Z,klient428,PL,pending,112.37,EUR,Zamówienie 580
100581,2026-01-01T22:06:37.000Z,klient738,DE,paid,469.23,USD,Zamówienie 581
100582,2026-01-01T22:08:54.000Z,klient248,GB,shipped,49.75,PLN,
100583,2026-01-01T22:11:11.000Z,klient94,US,delivered,127.03,EUR,"Uwaga: ""pilne"", sprawdzić"
100584,2026-01-01T22:13:28.000Z,klient111,FR,pending,576.27,USD,Zamówienie 584
100585,2026-01-01T22:15:45.000Z,klient662,PL,paid,729.26,PLN,Zamówienie 585
100586,2026-01-01T22:18:02.000Z,klient129,DE,shipped,97.85,EUR,Zamówienie 586
100587,2026-01-01T22:20:19.000Z,klient401,GB,delivered,38.62,USD,Zamówienie 587
100588,2026-01-01T22:22:36.000Z,klient693,US,pending,356.11,PLN,
100589,2026-01-01T22:24:53.000Z,klient397,FR,paid,607.78,EUR,Zamówienie 589
100590,2026-01-01T22:27:10.000Z,klient143,PL,shipped,313.03,USD,Zamówienie 590
100591,2026-01-01T22:29:27.000Z,klient435,DE,delivered,211.72,PLN,Zamówienie 591
100592,2026-01-01T22:31:44.000Z,klient691,GB,pending,335.76,EUR,Zamówienie 592
100593,2026-01-01T22:34:01.000Z,klient649,US,paid,519.66,USD,Zamówienie 593
100594,2026-01-01T22:36:18.000Z,klient398,FR,shipped,29.43,PLN,
100595,2026-01-01T22:38:35.000Z,klient232,PL,delivered,576.49,EUR,Zamówienie 595
100596,2026-01-01T22:40:52.000Z,klient446,DE,pending,365.82,USD,Zamówienie 596
100597,2026-01-01T22:43:09.000Z,klient645,GB,paid,559.35,PLN,Zamówienie 597
100598,2026-01-01T22:45:26.000Z,klient149,US,shipped,460.21,EUR,Zamówienie 598
100599,2026-01-01T22:47:43.000Z,klient647,FR,delivered,167.94,USD,Zamówienie 599
100600,2026-01-01T22:50:00.000Z,klient601,PL,pending,113.63,PLN,
100601,2026-01-01T22:52:17.000Z,klient481,DE,paid,747.33,EUR,Zamówienie 601
100602,2026-01-01T22:54:34.000Z,klient651,GB,shipped,133.34,USD,Zamówienie 602
100603,2026-01-01T22:56:51.000Z,klient584,US,delivered,249.16,PLN,Zamówienie 603
100604,2026-01-01T22:59:08.000Z,klient649,FR,pending,504.80,EUR,Zamówienie 604
100605,2026-01-01T23:01:25.000Z,klient404,PL,paid,514.62,USD,Zamówienie 605
100606,2026-01-01T23:03:42.000Z,klient62,DE,shipped,344.68,PLN,
100607,2026-01-01T23:05:59.000Z,klient323,GB,delivered,150.77,EUR,Zamówienie 607
